system	doc	doc_id	seg_id	rater	source	target	category	severity
default	moedict_select	10	0	rater1	再怎麼說也無法改變他的想法，實在非常愚鈍又頑固。	<v>閣</v>按怎講嘛無法度共伊的想法變予伊好，實在真戇呆閣硬拗。	Fluency/Grammar	Minor
default	moedict_select	10	1	rater1	再怎麼說也無法改變他的想法，實在非常愚鈍又頑固。	閣按怎講嘛無法度<v>共</v>伊的想法變予伊好，實在真戇呆閣硬拗。	Accuracy/Addition	Minor
default	moedict_select	10	2	rater1	再怎麼說也無法改變他的想法，實在非常愚鈍又頑固。	閣按怎講嘛無法度共伊的想法<v>變予伊好</v>，實在真戇呆閣硬拗。	Accuracy/Addition	Minor
default	moedict_select	10	3	rater1	再怎麼說也無法改變他的想法，實在非常愚鈍又頑固。	閣按怎講嘛無法度共伊的想法變予伊好，實在真戇呆閣<v>硬拗</v>。	Accuracy/Mistranslation	Major
default	moedict_select	1006	0	rater2	他邊走邊玩手機，沒有留意往來的車輛，差點被車子撞到。	伊沿路行路閣咧耍手機仔，無張持<v>來去車水馬龍，</v>險予車挵著。	Fluency/Grammar	Major
default	moedict_select	1010	0	rater2	他雖然是清寒家庭出身，但是他不認命，拼到最終出人頭地。	伊雖罔是散赤家庭出身，毋過伊毋認命，拚甲尾仔<v>有成就</v>。	Locale/Other	Minor
default	moedict_select	1017	0	rater2	他平常就很會吹牛和說謊，看他說得頭頭是道，我們都知道沒有一句是真的，真的是「兔脣者吃米粉──被看得一清二楚」。	伊平常時就足𠢕歕雞胿佮講白賊，看伊講甲喙角全波，咱攏知影無一句是真的，真正是「<v>大舌鳥食飯，予人看破跤手</v>」。	Terminology/Inappropriate	Major
default	moedict_select	1018	0	rater2	他自從中風以後，就像洩了氣的氣球一般，失去了人生的目標。	伊自中風了後，就若像消風的<v>皮球</v>仝款，失去人生的方向矣。	Locale/Other	Minor
default	moedict_select	1018	1	rater2	他自從中風以後，就像洩了氣的氣球一般，失去了人生的目標。	伊自中風了後，就若像消風的皮球仝款，失去人生的<v>方向</v>矣。	Accuracy/Mistranslation	Minor
default	moedict_select	102	0	rater1	人如果上了年紀，身體就會開始有很多毛病。	人若食老，身軀就真𠢕<v>起毛䆀</v>。	Accuracy/Mistranslation	Major
